Country,work_year,experience_level,employment_type,job_title,salary_in_usd,remote_ratio,company_size,Cost of Living Index,Rent Index,Local Purchasing Power Index,Cost of Living Plus Rent Index,GDP,log_salary,experience_numeric,salary_k,adjusted_salary,rent_burden_ratio,gdp_to_power_ratio,role_category,role_numeric,remote_Onsite,remote_Remote,company_size_num,country_France,country_Germany,country_Greece,country_India,country_Japan,country_Netherlands,country_Other,country_Spain,country_United Kingdom,country_United States,exp_x_role,exp_x_remote,size_x_gdp
Germany,2020,Mid,FT,Data Scientist,79833,0,L,62.2,24.4,120.2,44.0,47379.765194548,11.28770475786082,2,79.8,1283.49,0.555,394.174,AI,4,True,False,3,False,True,False,False,False,False,False,False,False,False,8,0.0,142139.295583644
Japan,2020,Senior,FT,Machine Learning Scientist,260000,0,S,46.1,13.4,117.0,30.4,40028.7341726762,12.468440756144114,3,260.0,5639.91,0.441,342.126,AI,4,True,False,1,False,False,False,False,True,False,False,False,False,False,12,0.0,40028.7341726762
United Kingdom,2020,Senior,FT,Big Data Engineer,109024,50,M,62.0,31.1,115.2,47.1,40404.8062238951,11.599332492710968,3,109.0,1758.45,0.66,350.736,Engineering,2,False,False,2,False,False,False,False,False,False,False,False,True,False,6,1.5,80809.6124477902
Honduras,2020,Mid,FT,Product Data Analyst,20000,0,S,63.606218487394955,34.282184873949575,124.5889075630252,49.50722689075631,2307.61494319511,9.90353755128617,2,20.0,314.43,0.692,18.522,Analytics,3,True,False,1,False,False,False,False,False,False,True,False,False,False,6,0.0,2307.61494319511
United States,2020,Senior,FT,Machine Learning Engineer,150000,50,L,70.4,41.7,142.3,56.6,64401.5074354212,11.918397239722838,3,150.0,2130.68,0.737,452.576,AI,4,False,False,3,False,False,False,False,False,False,False,False,False,True,12,1.5,193204.5223062636
United States,2020,Entry,FT,Data Analyst,72000,100,L,70.4,41.7,142.3,56.6,64401.5074354212,11.184435286790631,1,72.0,1022.73,0.737,452.576,Analytics,3,False,True,3,False,False,False,False,False,False,False,False,False,True,3,1.0,193204.5223062636
United States,2020,Senior,FT,Lead Data Scientist,190000,100,S,70.4,41.7,142.3,56.6,64401.5074354212,12.154784614286667,3,190.0,2698.86,0.737,452.576,AI,4,False,True,1,False,False,False,False,False,False,False,False,False,True,12,3.0,64401.5074354212
Hungary,2020,Mid,FT,Data Scientist,35735,50,L,41.7,11.3,63.4,27.1,16386.9308821258,10.483913863031955,2,35.7,856.95,0.417,258.469,AI,4,False,False,3,False,False,False,False,False,False,True,False,False,False,8,1.0,49160.79264637739
United States,2020,Mid,FT,Business Data Analyst,135000,100,L,70.4,41.7,142.3,56.6,64401.5074354212,11.813037464800539,2,135.0,1917.61,0.737,452.576,Analytics,3,False,True,3,False,False,False,False,False,False,False,False,False,True,6,2.0,193204.5223062636
New Zealand,2020,Senior,FT,Lead Data Engineer,125000,50,S,64.6,25.9,121.0,46.0,41850.92032802,11.736077016252437,3,125.0,1934.98,0.563,345.875,Engineering,2,False,False,1,False,False,False,False,False,False,True,False,False,False,6,1.5,41850.92032802
France,2020,Entry,FT,Data Scientist,51321,0,S,63.7,21.0,102.4,43.2,39169.8606000707,10.845874789131557,1,51.3,805.67,0.486,382.518,AI,4,True,False,1,True,False,False,False,False,False,False,False,False,False,4,0.0,39169.8606000707
India,2020,Mid,FT,Data Scientist,40481,0,L,21.2,5.6,82.6,13.7,1907.04251637669,10.60861270985548,2,40.5,1909.48,0.409,23.088,AI,4,True,False,3,False,False,False,True,False,False,False,False,False,False,8,0.0,5721.127549130069
France,2020,Entry,FT,Data Scientist,39916,0,M,63.7,21.0,102.4,43.2,39169.8606000707,10.594557577300874,1,39.9,626.62,0.486,382.518,AI,4,True,False,2,True,False,False,False,False,False,False,False,False,False,4,0.0,78339.7212001414
United States,2020,Mid,FT,Lead Data Analyst,87000,100,L,70.4,41.7,142.3,56.6,64401.5074354212,11.373674891823535,2,87.0,1235.8,0.737,452.576,Analytics,3,False,True,3,False,False,False,False,False,False,False,False,False,True,6,2.0,193204.5223062636
United States,2020,Mid,FT,Data Analyst,85000,100,L,70.4,41.7,142.3,56.6,64401.5074354212,11.350418300109132,2,85.0,1207.39,0.737,452.576,Analytics,3,False,True,3,False,False,False,False,False,False,False,False,False,True,6,2.0,193204.5223062636
Pakistan,2020,Mid,FT,Data Analyst,8000,50,L,18.8,2.8,29.1,11.1,1278.39735206896,8.987321812850125,2,8.0,425.53,0.252,43.931,Analytics,3,False,False,3,False,False,False,False,False,False,True,False,False,False,6,1.0,3835.19205620688
Japan,2020,Entry,FT,Data Engineer,41689,100,S,46.1,13.4,117.0,30.4,40028.7341726762,10.638016570874843,1,41.7,904.32,0.441,342.126,Engineering,2,False,True,1,False,False,False,False,True,False,False,False,False,False,2,1.0,40028.7341726762
United Kingdom,2020,Senior,FT,Big Data Engineer,114047,100,S,62.0,31.1,115.2,47.1,40404.8062238951,11.644374691390427,3,114.0,1839.47,0.66,350.736,Engineering,2,False,True,1,False,False,False,False,False,False,False,False,True,False,6,3.0,40404.8062238951
India,2020,Entry,FT,Data Science Consultant,5707,50,M,21.2,5.6,82.6,13.7,1907.04251637669,8.649623978596727,1,5.7,269.2,0.409,23.088,Other,0,False,False,2,False,False,False,True,False,False,False,False,False,False,0,0.5,3814.08503275338
United States,2020,Mid,FT,Lead Data Engineer,56000,100,M,70.4,41.7,142.3,56.6,64401.5074354212,10.933124826700707,2,56.0,795.45,0.737,452.576,Engineering,2,False,True,2,False,False,False,False,False,False,False,False,False,True,4,2.0,128803.0148708424
China,2020,Mid,FT,Machine Learning Engineer,43331,0,M,31.7,12.3,73.3,22.4,10627.4637989619,10.676646671065457,2,43.3,1366.91,0.549,144.986,AI,4,True,False,2,False,False,False,False,False,False,True,False,False,False,8,0.0,21254.9275979238
India,2020,Mid,FT,Product Data Analyst,6072,100,L,21.2,5.6,82.6,13.7,1907.04251637669,8.711607995897575,2,6.1,286.42,0.409,23.088,Analytics,3,False,True,3,False,False,False,True,False,False,False,False,False,False,6,2.0,5721.127549130069
Greece,2020,Senior,FT,Data Engineer,47899,50,L,52.0,12.9,53.0,33.2,17886.733165236,10.776870783399007,3,47.9,921.13,0.389,337.486,Engineering,2,False,False,3,False,False,True,False,False,False,False,False,False,False,6,1.5,53660.199495708
United States,2020,Mid,FT,BI Data Analyst,98000,0,M,70.4,41.7,142.3,56.6,64401.5074354212,11.49273296168228,2,98.0,1392.05,0.737,452.576,Analytics,3,True,False,2,False,False,False,False,False,False,False,False,False,True,6,0.0,128803.0148708424
United Arab Emirates,2020,Mid,FT,Lead Data Scientist,115000,0,L,55.8,41.3,127.9,48.9,37173.8754093066,11.652696102959753,2,115.0,2060.93,0.845,290.648,AI,4,True,False,3,False,False,False,False,False,False,True,False,False,False,8,0.0,111521.6262279198
United States,2020,Executive,FT,Director of Data Science,325000,100,L,70.4,41.7,142.3,56.6,64401.5074354212,12.691583538230217,4,325.0,4616.48,0.737,452.576,Other,0,False,True,3,False,False,False,False,False,False,False,False,False,True,0,4.0,193204.5223062636
Netherlands,2020,Entry,FT,Research Scientist,42000,50,L,63.1,33.5,124.9,48.9,53467.9277413737,10.645448706505872,1,42.0,665.61,0.685,428.086,Other,0,False,False,3,False,False,False,False,False,True,False,False,False,False,0,0.5,160403.78322412109
Mexico,2020,Senior,FT,Data Engineer,33511,0,S,40.2,15.5,45.4,28.4,8841.2707511328,10.419658862626871,3,33.5,833.61,0.546,194.742,Engineering,2,True,False,1,False,False,False,False,False,False,True,False,False,False,6,0.0,8841.2707511328
United States,2020,Entry,CT,Business Data Analyst,100000,100,L,70.4,41.7,142.3,56.6,64401.5074354212,11.51293546492023,1,100.0,1420.45,0.737,452.576,Analytics,3,False,True,3,False,False,False,False,False,False,False,False,False,True,3,1.0,193204.5223062636
Canada,2020,Senior,FT,Machine Learning Manager,117104,50,L,64.8,33.2,103.7,49.6,43537.839298904,11.6708262472225,3,117.1,1807.16,0.669,419.844,AI,4,False,False,3,False,False,False,False,False,False,False,False,False,False,12,1.5,130613.517896712
Germany,2020,Mid,FT,Data Engineering Manager,59303,100,S,62.2,24.4,120.2,44.0,47379.765194548,10.990432036336555,2,59.3,953.42,0.555,394.174,Engineering,2,False,True,1,False,True,False,False,False,False,False,False,False,False,4,2.0,47379.765194548
United States,2020,Entry,FT,Big Data Engineer,70000,100,L,70.4,41.7,142.3,56.6,64401.5074354212,11.156264806643742,1,70.0,994.32,0.737,452.576,Engineering,2,False,True,3,False,False,False,False,False,False,False,False,False,True,2,1.0,193204.5223062636
United States,2020,Senior,FT,Data Scientist,68428,100,L,70.4,41.7,142.3,56.6,64401.5074354212,11.133551990366144,3,68.4,971.99,0.737,452.576,AI,4,False,True,3,False,False,False,False,False,False,False,False,False,True,12,3.0,193204.5223062636
United States,2020,Mid,FT,Research Scientist,450000,0,M,70.4,41.7,142.3,56.6,64401.5074354212,13.017005083966255,2,450.0,6392.05,0.737,452.576,Other,0,True,False,2,False,False,False,False,False,False,False,False,False,True,0,0.0,128803.0148708424
France,2020,Mid,FT,Data Analyst,46759,50,L,63.7,21.0,102.4,43.2,39169.8606000707,10.752783415586006,2,46.8,734.05,0.486,382.518,Analytics,3,False,False,3,True,False,False,False,False,False,False,False,False,False,6,1.0,117509.5818002121
Austria,2020,Mid,FT,Data Engineer,74130,50,L,65.1,22.5,102.4,44.7,48716.4098900349,11.213589077374968,2,74.1,1138.71,0.503,475.746,Engineering,2,False,False,3,False,False,False,False,False,False,True,False,False,False,4,1.0,146149.2296701047
United States,2020,Mid,FT,Data Science Consultant,103000,100,L,70.4,41.7,142.3,56.6,64401.5074354212,11.542493975902508,2,103.0,1463.07,0.737,452.576,Other,0,False,True,3,False,False,False,False,False,False,False,False,False,True,0,2.0,193204.5223062636
United States,2020,Entry,FT,Machine Learning Engineer,250000,50,L,70.4,41.7,142.3,56.6,64401.5074354212,12.429220196836383,1,250.0,3551.14,0.737,452.576,AI,4,False,False,3,False,False,False,False,False,False,False,False,False,True,4,0.5,193204.5223062636
Nigeria,2020,Entry,FT,Data Analyst,10000,100,S,31.4,22.1,11.0,27.0,2019.65706326224,9.210440366976517,1,10.0,318.47,0.819,183.605,Analytics,3,False,True,1,False,False,False,False,False,False,True,False,False,False,3,1.0,2019.65706326224
United States,2020,Entry,FT,Machine Learning Engineer,138000,100,S,70.4,41.7,142.3,56.6,64401.5074354212,11.835016210489899,1,138.0,1960.23,0.737,452.576,AI,4,False,True,1,False,False,False,False,False,False,False,False,False,True,4,1.0,64401.5074354212
United States,2020,Mid,FT,Data Scientist,45760,100,S,70.4,41.7,142.3,56.6,64401.5074354212,10.731187478961756,2,45.8,650.0,0.737,452.576,AI,4,False,True,1,False,False,False,False,False,False,False,False,False,True,8,2.0,64401.5074354212
Spain,2020,Executive,FT,Data Engineering Manager,79833,50,L,47.3,22.9,92.1,35.6,27233.9426461608,11.28770475786082,4,79.8,1687.8,0.643,295.7,Engineering,2,False,False,3,False,False,False,False,False,False,False,True,False,False,8,2.0,81701.8279384824
Portugal,2020,Mid,FT,Machine Learning Infrastructure Engineer,50180,0,M,45.1,24.0,56.9,35.0,22299.4044062173,10.823391747980118,2,50.2,1112.64,0.686,391.905,AI,4,True,False,2,False,False,False,False,False,False,True,False,False,False,8,0.0,44598.8088124346
United States,2020,Mid,FT,Data Engineer,106000,100,L,70.4,41.7,142.3,56.6,64401.5074354212,11.571203807011969,2,106.0,1505.68,0.737,452.576,Engineering,2,False,True,3,False,False,False,False,False,False,False,False,False,True,4,2.0,193204.5223062636
United Kingdom,2020,Mid,FT,Data Engineer,112872,50,L,62.0,31.1,115.2,47.1,40404.8062238951,11.634018571846916,2,112.9,1820.52,0.66,350.736,Engineering,2,False,False,3,False,False,False,False,False,False,False,False,True,False,4,1.0,121214.4186716853
Germany,2020,Entry,PT,ML Engineer,15966,100,S,62.2,24.4,120.2,44.0,47379.765194548,9.678279371339702,1,16.0,256.69,0.555,394.174,AI,4,False,True,1,False,True,False,False,False,False,False,False,False,False,4,1.0,47379.765194548
United Kingdom,2020,Mid,FT,Data Scientist,76958,100,S,62.0,31.1,115.2,47.1,40404.8062238951,11.251028091492175,2,77.0,1241.26,0.66,350.736,AI,4,False,True,1,False,False,False,False,False,False,False,False,True,False,8,2.0,40404.8062238951
United States,2020,Senior,FT,Data Engineer,188000,100,L,70.4,41.7,142.3,56.6,64401.5074354212,12.144202560946876,3,188.0,2670.45,0.737,452.576,Engineering,2,False,True,3,False,False,False,False,False,False,False,False,False,True,6,3.0,193204.5223062636
United States,2020,Mid,FT,Data Scientist,105000,100,L,70.4,41.7,142.3,56.6,64401.5074354212,11.561725152903833,2,105.0,1491.48,0.737,452.576,AI,4,False,True,3,False,False,False,False,False,False,False,False,False,True,8,2.0,193204.5223062636
France,2020,Mid,FT,Data Engineer,70139,50,L,63.7,21.0,102.4,43.2,39169.8606000707,11.15824852369417,2,70.1,1101.08,0.486,382.518,Engineering,2,False,False,3,True,False,False,False,False,False,False,False,False,False,4,1.0,117509.5818002121
India,2020,Entry,FT,Data Analyst,6072,0,S,21.2,5.6,82.6,13.7,1907.04251637669,8.711607995897575,1,6.1,286.42,0.409,23.088,Analytics,3,True,False,1,False,False,False,True,False,False,False,False,False,False,3,0.0,1907.04251637669
United States,2020,Entry,FT,Data Analyst,91000,100,L,70.4,41.7,142.3,56.6,64401.5074354212,11.418625774449598,1,91.0,1292.61,0.737,452.576,Analytics,3,False,True,3,False,False,False,False,False,False,False,False,False,True,3,1.0,193204.5223062636
Denmark,2020,Entry,FT,AI Scientist,45896,50,S,72.3,26.4,127.2,50.2,60985.4885601514,10.734155034435489,1,45.9,634.8,0.526,479.446,AI,4,False,False,1,False,False,False,False,False,False,True,False,False,False,4,0.5,60985.4885601514
Germany,2020,Entry,FT,Data Engineer,54742,100,L,62.2,24.4,120.2,44.0,47379.765194548,10.910404785623465,1,54.7,880.1,0.555,394.174,Engineering,2,False,True,3,False,True,False,False,False,False,False,False,False,False,2,1.0,142139.295583644
United States,2020,Senior,FL,Computer Vision Engineer,60000,100,S,70.4,41.7,142.3,56.6,64401.5074354212,11.002116507732017,3,60.0,852.27,0.737,452.576,Engineering,2,False,True,1,False,False,False,False,False,False,False,False,False,True,6,3.0,64401.5074354212
Germany,2020,Senior,FT,Principal Data Scientist,148261,100,M,62.2,24.4,120.2,44.0,47379.765194548,11.906736257934913,3,148.3,2383.62,0.555,394.174,AI,4,False,True,2,False,True,False,False,False,False,False,False,False,False,12,3.0,94759.530389096
Spain,2020,Mid,FT,Data Scientist,38776,100,M,47.3,22.9,92.1,35.6,27233.9426461608,10.565582566340604,2,38.8,819.79,0.643,295.7,AI,4,False,True,2,False,False,False,False,False,False,False,True,False,False,8,2.0,54467.8852923216
United States,2020,Mid,FT,Data Scientist,118000,100,M,70.4,41.7,142.3,56.6,64401.5074354212,11.678448377988165,2,118.0,1676.14,0.737,452.576,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,True,8,2.0,128803.0148708424
United States,2020,Senior,FT,Data Scientist,120000,50,L,70.4,41.7,142.3,56.6,64401.5074354212,11.695255355062795,3,120.0,1704.55,0.737,452.576,AI,4,False,False,3,False,False,False,False,False,False,False,False,False,True,12,1.5,193204.5223062636
United States,2020,Mid,FT,Data Scientist,138350,100,M,70.4,41.7,142.3,56.6,64401.5074354212,11.837549213233764,2,138.4,1965.2,0.737,452.576,AI,4,False,True,2,False,False,False,False,False,False,False,False,False,True,8,2.0,128803.0148708424
United States,2020,Mid,FT,Data Engineer,110000,100,L,70.4,41.7,142.3,56.6,64401.5074354212,11.608244735642321,2,110.0,1562.5,0.737,452.576,Engineering,2,False,True,3,False,False,False,False,False,False,False,False,False,True,4,2.0,193204.5223062636
United States,2020,Mid,FT,Data Engineer,130800,100,M,70.4,41.7,142.3,56.6,64401.5074354212,11.781432363235949,2,130.8,1857.95,0.737,452.576,Engineering,2,False,True,2,False,False,False,False,False,False,False,False,False,True,4,2.0,128803.0148708424
Italy,2020,Entry,PT,Data Scientist,21669,50,S,56.2,19.2,78.3,38.5,32091.4866621366,9.983684094530405,1,21.7,385.57,0.499,409.853,AI,4,False,False,1,False,False,False,False,False,False,True,False,False,False,4,0.5,32091.4866621366
United States,2020,Senior,FT,Data Scientist,412000,100,L,70.4,41.7,142.3,56.6,64401.5074354212,12.928781055513184,3,412.0,5852.27,0.737,452.576,AI,4,False,True,3,False,False,False,False,False,False,False,False,False,True,12,3.0,193204.5223062636
Croatia,2020,Senior,FT,Machine Learning Engineer,45618,100,S,45.5,13.8,75.0,30.3,14808.4620188819,10.728079575387694,3,45.6,1002.59,0.455,197.446,AI,4,False,True,1,False,False,False,False,False,False,True,False,False,False,12,3.0,14808.4620188819
Germany,2020,Entry,FT,Data Scientist,62726,50,S,62.2,24.4,120.2,44.0,47379.765194548,11.046547255939533,1,62.7,1008.46,0.555,394.174,AI,4,False,False,1,False,True,False,False,False,False,False,False,False,False,4,0.5,47379.765194548
Germany,2020,Entry,FT,Data Scientist,49268,0,S,62.2,24.4,120.2,44.0,47379.765194548,10.805050359005671,1,49.3,792.09,0.555,394.174,AI,4,True,False,1,False,True,False,False,False,False,False,False,False,False,4,0.0,47379.765194548
United States,2020,Senior,FT,Data Science Manager,190200,100,M,70.4,41.7,142.3,56.6,64401.5074354212,12.155836686703159,3,190.2,2701.7,0.737,452.576,Management,1,False,True,2,False,False,False,False,False,False,False,False,False,True,3,3.0,128803.0148708424
United States,2020,Entry,FT,Data Scientist,105000,100,S,70.4,41.7,142.3,56.6,64401.5074354212,11.561725152903833,1,105.0,1491.48,0.737,452.576,AI,4,False,True,1,False,False,False,False,False,False,False,False,False,True,4,1.0,64401.5074354212
Austria,2020,Senior,FT,Data Scientist,91237,0,S,65.1,22.5,102.4,44.7,48716.4098900349,11.42122675594764,3,91.2,1401.49,0.503,475.746,AI,4,True,False,1,False,False,False,False,False,False,True,False,False,False,12,0.0,48716.4098900349
Luxembourg,2020,Mid,FT,Data Scientist,62726,50,S,62.4,40.5,182.5,51.9,116860.02817236,11.046547255939533,2,62.7,1005.22,0.78,640.329,AI,4,False,False,1,False,False,False,False,False,False,True,False,False,False,8,1.0,116860.02817236
France,2020,Mid,FT,Data Scientist,42197,50,S,63.7,21.0,102.4,43.2,39169.8606000707,10.650128105536073,2,42.2,662.43,0.486,382.518,AI,4,False,False,1,True,False,False,False,False,False,False,False,False,False,8,1.0,39169.8606000707
United Kingdom,2021,Entry,FT,Research Scientist,82528,50,L,62.0,31.1,115.2,47.1,46926.475736105,11.320905025707312,1,82.5,1331.1,0.66,407.348,Other,0,False,False,3,False,False,False,False,False,False,False,False,True,False,0,0.5,140779.427208315
